date,r_装置→AI下流_lag1
2021-09-13,0.007717282835271484
2021-09-14,0.01276171935258882
2021-09-15,0.007833360207858332
2021-09-16,-0.01373323654902423
2021-09-17,-0.02738329358869393
2021-09-21,-0.015021315762356652
2021-09-22,-0.022328556553927632
2021-09-24,-0.010712294057419403
2021-09-27,-0.008261572472487523
2021-09-28,0.009969737831816403
2021-09-29,0.022236003800832363
2021-09-30,0.012372589875491951
2021-10-01,0.025247511198947574
2021-10-04,0.051957714733727865
2021-10-05,0.062473462026969795
2021-10-06,0.05957770636993739
2021-10-07,0.06710349705579642
2021-10-08,0.07440040876453347
2021-10-11,0.07810488274122343
2021-10-12,0.07711943316439916
2021-10-13,0.0779366849940827
2021-10-14,0.09135871919449588
2021-10-15,0.07725824598768646
2021-10-18,0.07174277168043211
2021-10-19,0.09690474113752293
2021-10-20,0.09621312317335333
2021-10-21,0.09700901283539178
2021-10-22,0.08095759722061438
2021-10-25,0.06285716154466726
2021-10-26,0.0628047059375157
2021-10-27,0.07105124360595276
2021-10-28,0.07127179486687968
2021-10-29,0.05954216062190715
2021-11-01,0.04061279178681483
2021-11-02,0.0062253371294531965
2021-11-04,-0.030428315045590144
2021-11-05,0.0062740348567174725
2021-11-08,0.02364793438481134
2021-11-09,0.04721749868049202
2021-11-10,0.044143240749407835
2021-11-11,0.052938524177073495
2021-11-12,0.0510951233449224
2021-11-15,0.05637422492436505
2021-11-16,0.052192934149326395
2021-11-17,0.04502962092991168
2021-11-18,0.04666147216793704
2021-11-19,0.04044616462378596
2021-11-22,0.04745441659477969
2021-11-24,0.04244292579613571
2021-11-25,0.043505039188246226
2021-11-26,0.05806917611275677
2021-11-29,0.06379046612952582
2021-11-30,0.06624855220027973
2021-12-01,0.06092525892386155
2021-12-02,0.05369876618945322
2021-12-03,0.05010928089404226
2021-12-06,0.04119074656647333
2021-12-07,0.03987426442552223
2021-12-08,0.04073040425864347
2021-12-09,0.04119541111367738
2021-12-10,0.035645976990538744
2021-12-13,0.040669766620010955
2021-12-14,0.042469211337459165
2021-12-15,0.07268025286594595
2021-12-16,0.06363481296167903
2021-12-17,0.07953251088651692
2021-12-20,0.07571392624144212
2021-12-21,0.07482619132352217
2021-12-22,0.07117160173741931
2021-12-23,0.06822798803154427
2021-12-24,0.05897634125484751
2021-12-27,0.06190939558612387
2021-12-28,0.05109325994804707
2021-12-29,0.04873661348571434
2021-12-30,0.04817208783619281
2022-01-04,0.05066905323390832
2022-01-05,0.05128943242697868
2022-01-06,0.040735938373893575
2022-01-07,0.037635767443096546
2022-01-11,0.021326180454522555
2022-01-12,0.013737438834195516
2022-01-13,0.014466088351157678
2022-01-14,0.011851522155965315
2022-01-17,0.007938913337105448
2022-01-18,0.00586970557501229
2022-01-19,-0.02104397425458945
2022-01-20,-0.021999038366270478
2022-01-21,-0.006660595990027121
2022-01-24,-0.003460036116071652
2022-01-25,0.02327330315017907
2022-01-26,0.023879135522379396
2022-01-27,0.0038462720859972887
2022-01-28,0.0006455622890479993
2022-01-31,0.00998317462435827
2022-02-01,0.007121402115735255
2022-02-02,0.01051348731997285
2022-02-03,0.0034541542982932816
2022-02-04,-0.0047799320700744755
2022-02-07,-0.00532989228334742
2022-02-08,-0.014570525553778394
2022-02-09,-0.01870981246944822
2022-02-10,-0.022745984006839536
2022-02-14,-0.01634934710559784
2022-02-15,-0.02910824492024422
2022-02-16,-0.036114488678379165
2022-02-17,-0.03664615592853818
2022-02-18,-0.03822304003422004
2022-02-21,-0.0343161467154676
2022-02-22,-0.004305664784098508
2022-02-24,-0.01992442593585079
2022-02-25,8.02092271991512e-06
2022-02-28,-0.010702485987518665
2022-03-01,-0.01113672776626984
2022-03-02,-0.02065067986217525
2022-03-03,-0.05298449772607668
2022-03-04,-0.04874073520338832
2022-03-07,-0.018151820284850188
2022-03-08,-0.015495756723224407
2022-03-09,-0.0051902608975781745
2022-03-10,-0.02317995379696872
2022-03-11,-0.030827892617450302
2022-03-14,-0.025417196393110256
2022-03-15,-0.018051184623549616
2022-03-16,0.005557735283223601
2022-03-17,0.04768009292642819
2022-03-18,0.04821249191889562
2022-03-22,0.061317137153156905
2022-03-23,0.06431612147384053
2022-03-24,0.06102492761782407
2022-03-25,0.05129404759148222
2022-03-28,0.03130594852506878
2022-03-29,0.02378618205447607
2022-03-30,0.019223728364096537
2022-03-31,-0.0002338847236667416
2022-04-01,-0.011305777371183188
2022-04-04,-0.01145839593033253
2022-04-05,-0.01793597370745489
2022-04-06,-0.014579351187618736
2022-04-07,-0.048544144965299144
2022-04-08,-0.05067935730468758
2022-04-11,-0.05121703433506431
2022-04-12,-0.06489116725126348
2022-04-13,-0.04187221968246364
2022-04-14,-0.044690720793331494
2022-04-15,-0.047019949361525266
2022-04-18,-0.04686994756168577
2022-04-19,-0.048072272633504914
2022-04-20,-0.031837944439527345
2022-04-21,-0.03695283989703981
2022-04-22,-0.029081591118991116
2022-04-25,-0.035375854464455125
2022-04-26,-0.034783390056602956
2022-04-27,-0.03754624659973466
2022-04-28,-0.029076035207500957
2022-05-02,-0.030893437435117264
2022-05-06,-0.019858496191930256
2022-05-09,-0.018194802458520797
2022-05-10,-0.02054387015742107
2022-05-11,-0.05517201916137094
2022-05-12,-0.08723397042093328
2022-05-13,-0.08118344432912497
2022-05-16,-0.08288821140077884
2022-05-17,-0.08610324338930395
2022-05-18,-0.08557284016849322
2022-05-19,-0.08493710067148223
2022-05-20,-0.08370767486101446
2022-05-23,-0.08512546795288087
2022-05-24,-0.08326216546082128
2022-05-25,-0.07400688853662864
2022-05-26,-0.0773593109493268
2022-05-27,-0.08549483459863712
2022-05-30,-0.09234608390366116
2022-05-31,-0.0916634333504639
2022-06-01,-0.08788850606225256
2022-06-02,-0.0870324130748497
2022-06-03,-0.0878823341134899
2022-06-06,-0.08700992784360263
2022-06-07,-0.09020898864861493
2022-06-08,-0.09217590846314283
2022-06-09,-0.08919146319617664
2022-06-10,-0.06681544649364103
2022-06-13,-0.0486961839610503
2022-06-14,-0.049730612112703555
2022-06-15,-0.050614714061737356
2022-06-16,-0.03858337902465018
2022-06-17,-0.06329697983221072
2022-06-20,-0.06913608478037918
2022-06-21,-0.06324489497038221
2022-06-22,-0.06695170940968605
2022-06-23,-0.061436199453898714
2022-06-24,-0.05379334335139673
2022-06-27,-0.05188355091707897
2022-06-28,-0.05830397856669696
2022-06-29,-0.05178462971583192
2022-06-30,-0.04774328256032944
2022-07-01,-0.05729546172007163
2022-07-04,-0.05768698901186752
2022-07-05,-0.05647939460019703
2022-07-06,-0.053673900194592616
2022-07-07,-0.04513250218403558
2022-07-08,-0.023918774584829876
2022-07-11,-0.02086455749088047
2022-07-12,-0.02255516950570087
2022-07-13,-0.022296896276773177
2022-07-14,-0.02233957243056051
2022-07-15,-0.005493235805683311
2022-07-19,-0.002374816900070554
2022-07-20,-0.0038495740508650194
2022-07-21,0.0026717079052668625
2022-07-22,-0.00422672400299044
2022-07-25,0.005015040354561773
2022-07-26,0.01986549568070645
2022-07-27,0.02625897377967575
2022-07-28,0.01943485073834054
2022-07-29,0.015909437989496025
2022-08-01,0.012486635982402083
2022-08-02,0.018690958681963583
2022-08-03,0.020619039928960525
2022-08-04,0.029188521534346742
2022-08-05,0.030018818310738587
2022-08-08,0.014559295162220185
2022-08-09,0.0171768768351833
2022-08-10,0.008149523657317062
2022-08-12,0.020871578428215836
2022-08-15,0.028999855990140034
2022-08-16,0.026797374038838598
2022-08-17,0.026622535820655647
2022-08-18,0.023714642439074226
2022-08-19,-0.00804275959788259
2022-08-22,0.007247496722235193
2022-08-23,-0.009140578603623148
2022-08-24,-0.007877473951713537
2022-08-25,-0.007133201455137569
2022-08-26,-0.012424785189194994
2022-08-29,-0.030345724102834256
2022-08-30,-0.06390733967436243
2022-08-31,-0.1014187958296557
2022-09-01,-0.09640289703288499
2022-09-02,-0.10227484379310339
2022-09-05,-0.0829932852181518
2022-09-06,-0.08182310779858583
2022-09-07,-0.09310619731516155
2022-09-08,-0.09397962522013963
2022-09-09,-0.10241565714353869
2022-09-12,-0.1342734592246422
2022-09-13,-0.14586961195200981
2022-09-14,-0.15632167792133309
2022-09-15,-0.16491334179471462
2022-09-16,-0.16897105787070707
2022-09-20,-0.17089684815115766
2022-09-21,-0.16497479939889603
2022-09-22,-0.16220894507455513
2022-09-26,-0.15966843871086497
2022-09-27,-0.1588009115838106
2022-09-28,-0.15353931092414871
2022-09-29,-0.14937816217334648
2022-09-30,-0.1373566659494885
2022-10-03,-0.09000626547842623
2022-10-04,-0.05427674636631327
2022-10-05,-0.051701769906580715
2022-10-06,-0.05236080939132252
2022-10-07,-0.04648857251655244
2022-10-11,-0.06158529571800673
2022-10-12,-0.04510586544381854
2022-10-13,-0.044706037276178695
2022-10-14,-0.04919560431315967
2022-10-17,-0.05344213141509036
2022-10-18,-0.05056078115267243
2022-10-19,-0.036442095359894414
2022-10-20,-0.041375370737667574
2022-10-21,-0.043797699898054654
2022-10-24,-0.02081099896367388
2022-10-25,-0.010092746812967205
2022-10-26,-0.006970999169265886
2022-10-27,-0.0055866065835926
2022-10-28,-0.008332811288058597
2022-10-31,-0.004795962566051832
2022-11-01,-0.005911702686094018
2022-11-02,0.053345590296634854
2022-11-04,0.10976825556704024
2022-11-07,0.10971108913316734
2022-11-08,0.09497089311798847
2022-11-09,0.08630584138117706
2022-11-10,0.09066633328076953
2022-11-11,-0.03962220571002451
2022-11-14,-0.04526085630142625
2022-11-15,-0.04065212831818719
2022-11-16,-0.04486896994325838
2022-11-17,-0.04350986155723634
2022-11-18,-0.03801526596942997
2022-11-21,-0.04080892027925781
2022-11-22,-0.026994696908953873
2022-11-24,-0.026741380014875353
2022-11-25,-0.02839564645010595
2022-11-28,-0.022963960541625073
2022-11-29,-0.021773356001161
2022-11-30,-0.021693714168880066
2022-12-01,-0.02625573193240566
2022-12-02,-0.026454965749037086
2022-12-05,-0.029148573756520253
2022-12-06,-0.05510495239830641
2022-12-07,-0.08541072001918348
2022-12-08,-0.08751657251110215
2022-12-09,-0.08787470889530666
2022-12-12,-0.09677311137267276
2022-12-13,-0.08080645045093678
2022-12-14,-0.066412031710275
2022-12-15,-0.06505783295243871
2022-12-16,-0.062302107622062716
2022-12-19,-0.04911610870472985
2022-12-20,-0.054376907312639604
2022-12-21,-0.06902960229552776
2022-12-22,-0.06727880565419923
2022-12-23,-0.07313808410018052
2022-12-26,-0.08196664029537455
2022-12-27,-0.06923017132183514
2022-12-28,-0.06709267186324062
2022-12-29,-0.06575785957091865
2022-12-30,-0.0678154364536429
2023-01-04,-0.06691297310172112
2023-01-05,-0.0819096072997788
2023-01-06,-0.09227460722751571
2023-01-10,-0.08499635224934889
2023-01-11,-0.08223234553876287
2023-01-12,-0.07979842774343611
2023-01-13,-0.0883982567960976
2023-01-16,-0.09688514199639744
2023-01-17,-0.09696637801754988
2023-01-18,-0.09985126393894657
2023-01-19,-0.10281604234361691
2023-01-20,-0.1007544916148777
2023-01-23,-0.08334867163358656
2023-01-24,-0.09127968071739544
2023-01-25,-0.0928024005189904
2023-01-26,-0.08713680817836375
2023-01-27,-0.08343896277305426
2023-01-30,-0.0847419952008341
2023-01-31,-0.10043734912117577
2023-02-01,-0.10821723280511114
2023-02-02,-0.11144559809332936
2023-02-03,-0.0919727746331071
2023-02-06,-0.08919729372124807
2023-02-07,-0.08220782994286666
2023-02-08,-0.0912908082852366
2023-02-09,-0.09264927400493882
2023-02-10,-0.09298602998748881
2023-02-13,-0.10779357259152332
2023-02-14,-0.10845125049298461
2023-02-15,-0.10596349641482879
2023-02-16,-0.1177415203364848
2023-02-17,-0.1191709709882824
2023-02-20,-0.11399669289007466
2023-02-21,-0.1132504962169613
2023-02-22,-0.10995500810806424
2023-02-24,-0.09645626914382668
2023-02-27,-0.09741728449959032
2023-02-28,-0.09933945983250017
2023-03-01,-0.10368663575248388
2023-03-02,-0.1133039229779781
2023-03-03,-0.11051261166264434
2023-03-06,-0.10298595400884378
2023-03-07,-0.09047633277779664
2023-03-08,-0.09245065517709604
2023-03-09,-0.10368833455187888
2023-03-10,-0.0970030184345638
2023-03-13,-0.0885726858209088
2023-03-14,-0.08972579785190042
2023-03-15,-0.09129878239357503
2023-03-16,-0.07730551283490825
2023-03-17,-0.09027277738996552
2023-03-20,-0.11309160343864584
2023-03-22,-0.11774089757600638
2023-03-23,-0.12017777735546367
2023-03-24,-0.12435638445704196
2023-03-27,-0.11823451693859158
2023-03-28,-0.1310589144985007
2023-03-29,-0.14875034063426393
2023-03-30,-0.21043278503722201
2023-03-31,-0.20934689039206048
2023-04-03,-0.20882964991152816
2023-04-04,-0.2009168445313308
2023-04-05,-0.20309182604454543
2023-04-06,-0.1964748866826369
2023-04-07,-0.2168271357340897
2023-04-10,-0.22811821916288322
2023-04-11,-0.22004416250490977
2023-04-12,-0.21938343285214384
2023-04-13,-0.22694594015563474
2023-04-14,-0.22813875699645247
2023-04-17,-0.2304335901159123
2023-04-18,-0.22374286884983907
2023-04-19,-0.256074986089979
2023-04-20,-0.259013248016019
2023-04-21,-0.24856137794978345
2023-04-24,-0.24912143059825304
2023-04-25,-0.2495095123634351
2023-04-26,-0.2470928399077296
2023-04-27,-0.28418296630698553
2023-04-28,-0.301530465668541
2023-05-01,-0.2968306878508347
2023-05-02,-0.31437782848407336
2023-05-08,-0.30874547871077435
2023-05-09,-0.307934665103005
2023-05-10,-0.30903946011223554
2023-05-11,-0.19255136173426926
2023-05-12,-0.17562681412286077
2023-05-15,-0.18345690889078325
2023-05-16,-0.16148723904282777
2023-05-17,-0.17787213235861152
2023-05-18,-0.20189485837770352
2023-05-19,-0.20609985746494033
2023-05-22,-0.21219930073149826
2023-05-23,-0.21290950333506886
2023-05-24,-0.21711918253925827
2023-05-25,-0.23056922489243556
2023-05-26,-0.19524045873336315
2023-05-29,-0.19538812151295223
2023-05-30,-0.18154734441606069
2023-05-31,-0.18885738406152536
2023-06-01,-0.17715858820938282
2023-06-02,-0.18347983997445022
2023-06-05,-0.18130553022325346
2023-06-06,-0.18043043677924334
2023-06-07,-0.15289559784465198
2023-06-08,-0.15018875866472828
2023-06-09,-0.14243087718740546
2023-06-12,-0.13151101398644632
2023-06-13,-0.14578731744152743
2023-06-14,-0.14342187267310313
2023-06-15,-0.14012936750119134
2023-06-16,-0.12429754672918582
2023-06-19,-0.18658756828852097
2023-06-20,-0.1893183324261443
2023-06-21,-0.2041610827637649
2023-06-22,-0.17336257483335135
2023-06-23,-0.17427202751607604
2023-06-26,-0.16986420841093344
2023-06-27,-0.1810250632174379
2023-06-28,-0.1792180284141896
2023-06-29,-0.18220028934783886
2023-06-30,-0.18325632637755665
2023-07-03,-0.17739829153771203
2023-07-04,-0.17729688571906949
2023-07-05,-0.1737399070034029
2023-07-06,-0.156109000824864
2023-07-07,-0.14793723947029802
2023-07-10,-0.13793241566822437
2023-07-11,-0.1402548350847792
2023-07-12,-0.1430180774414039
2023-07-13,-0.15088733789214065
2023-07-14,-0.15705304828252975
2023-07-18,-0.1643386370997508
2023-07-19,-0.16627740039832273
2023-07-20,-0.149302542662532
2023-07-21,-0.15987302784691296
2023-07-24,-0.16797801504504345
2023-07-25,-0.1682640552519966
2023-07-26,-0.16027237373699585
2023-07-27,-0.16390660080081612
2023-07-28,-0.16183021404766249
2023-07-31,-0.16140238748167454
2023-08-01,-0.17261398625964092
2023-08-02,-0.1563170488018971
2023-08-03,-0.15831754825394792
2023-08-04,-0.15667342770319034
2023-08-07,-0.15519375920934067
2023-08-08,-0.1440113778327379
2023-08-09,-0.14282292851666548
2023-08-10,-0.14320036527810873
2023-08-14,-0.14265621233407458
2023-08-15,-0.14371419648027292
2023-08-16,-0.14574520073832292
2023-08-17,-0.1484262008041581
2023-08-18,-0.14663822513394953
2023-08-21,-0.13749566700711693
2023-08-22,-0.14266257373564656
2023-08-23,-0.14811953170026626
2023-08-24,-0.15855361575034876
2023-08-25,-0.1425552486202346
2023-08-28,-0.1464049954327729
2023-08-29,-0.14867365049343081
2023-08-30,-0.1490703705804212
2023-08-31,-0.14731842802268985
2023-09-01,-0.14318804001040952
2023-09-04,-0.14790817768454553
2023-09-05,-0.1524378383839931
2023-09-06,-0.1502583889054415
2023-09-07,-0.1328747499090836
2023-09-08,-0.1327567688616069
2023-09-11,-0.12945260897307637
2023-09-12,-0.12207191694117085
2023-09-13,-0.11954872421538497
2023-09-14,-0.10926508547577067
2023-09-15,-0.10936135914419577
2023-09-19,-0.11472422311396566
2023-09-20,-0.11008263993906964
2023-09-21,-0.10592553282179112
2023-09-22,-0.10550004420697913
2023-09-25,-0.11752013115697427
2023-09-26,-0.12342061643720506
2023-09-27,-0.13019344953465803
2023-09-28,-0.12912068360082393
2023-09-29,-0.14349025524673045
2023-10-02,-0.14143599255209421
2023-10-03,-0.1350915907537296
2023-10-04,-0.14371999386534046
2023-10-05,-0.14953782598215395
2023-10-06,-0.15331220365615447
2023-10-10,-0.15075393435921358
2023-10-11,-0.14893305313134594
2023-10-12,-0.15758296134366465
2023-10-13,-0.14782788667045738
2023-10-16,-0.15073838921587868
2023-10-17,-0.15811600119400387
2023-10-18,-0.15969874411720242
2023-10-19,-0.1457434118707302
2023-10-20,-0.14908756692422406
2023-10-23,-0.11894851079281807
2023-10-24,-0.1182052578361064
2023-10-25,-0.12303256461618127
2023-10-26,-0.1363919554343131
2023-10-27,-0.13842876408159072
2023-10-30,-0.13111379910360604
2023-10-31,-0.1317201678639238
2023-11-01,-0.1314293224757298
2023-11-02,-0.12015686553626535
2023-11-06,-0.128470755440388
2023-11-07,-0.1333089319453189
2023-11-08,-0.12591018649796204
2023-11-09,-0.11444076765675389
2023-11-10,-0.1130933395767911
2023-11-13,-0.10989684239338023
2023-11-14,-0.10976640374701456
2023-11-15,-0.11127874473114052
2023-11-16,-0.10501590827478129
2023-11-17,-0.12125453831012682
2023-11-20,-0.12160376504080517
2023-11-21,-0.12164923242646616
2023-11-22,-0.11579629644377178
2023-11-24,-0.1203914497674132
2023-11-27,-0.12223352661434854
2023-11-28,-0.11722399067930345
2023-11-29,-0.11898155223800949
2023-11-30,-0.14108493720565754
2023-12-01,-0.1417802160169841
2023-12-04,-0.1458307491266229
2023-12-05,-0.1775045652285845
2023-12-06,-0.17488836901235638
2023-12-07,-0.15414255060533466
2023-12-08,-0.16589325548221714
2023-12-11,-0.1812581902579064
2023-12-12,-0.13504501317155002
2023-12-13,-0.14375993601240472
2023-12-14,-0.13613983032259308
2023-12-15,-0.157320224216421
2023-12-18,-0.15851125398323718
2023-12-19,-0.1658813801062779
2023-12-20,-0.15700879122304634
2023-12-21,-0.16450862103675762
2023-12-22,-0.16431982404588552
2023-12-25,-0.1624179431343782
2023-12-26,-0.1603315925572984
2023-12-27,-0.15677486927999684
2023-12-28,-0.1619389345695129
2023-12-29,-0.17770959605665335
2024-01-04,-0.17775904129476303
2024-01-05,-0.188897274113552
2024-01-09,-0.17154983019789838
2024-01-10,-0.14507133750047518
2024-01-11,-0.12927193076640925
2024-01-12,-0.11885234755647177
2024-01-15,-0.10906425488487756
2024-01-16,-0.11130669851004828
2024-01-17,-0.13770388142710208
2024-01-18,-0.13835631365975742
2024-01-19,-0.09395127952614986
2024-01-22,-0.08400590931523014
2024-01-23,-0.08294547319322286
2024-01-24,-0.080513193154365
2024-01-25,-0.08950861421737696
2024-01-26,-0.08583736060576362
2024-01-29,-0.07163373053659168
2024-01-30,-0.08706016247111661
2024-01-31,-0.08933427187539182
2024-02-01,-0.09568528502461228
2024-02-02,-0.10200272545157836
2024-02-05,-0.10372030299152588
2024-02-06,-0.10983917287834917
2024-02-07,-0.11479881641780941
2024-02-08,-0.09891831767881942
2024-02-09,-0.10410426076477856
2024-02-13,-0.08197817913759807
2024-02-14,-0.07626665399869201
2024-02-15,-0.08069821994504771
2024-02-16,-0.07984008208323848
2024-02-19,-0.07268848643445891
2024-02-20,-0.06587929183922592
2024-02-21,-0.06167026542523786
2024-02-22,-0.03429026056454928
2024-02-26,-0.027775058880685856
2024-02-27,-0.02852049839006511
2024-02-28,-0.027328707416203652
2024-02-29,-0.027100121445572965
2024-03-01,-0.004097583415136579
2024-03-04,0.004237872632036631
2024-03-05,0.007441612328236582
2024-03-06,-0.0008073730911191109
2024-03-07,0.01669517657924043
2024-03-08,0.017460086196697085
2024-03-11,0.0571731477798483
2024-03-12,0.05706062531536156
2024-03-13,0.056997007155654686
2024-03-14,0.052369571558141266
2024-03-15,0.020583613257281128
2024-03-18,0.03910362204444772
2024-03-19,0.039030677136505286
2024-03-21,0.03302750719273035
2024-03-22,0.03543438819855981
2024-03-25,0.045567602604589724
2024-03-26,0.04882042545422356
2024-03-27,0.0475701486496443
2024-03-28,0.04853552731435978
2024-03-29,0.05340605841037021
2024-04-01,0.0665550271527706
2024-04-02,0.054805739213240404
2024-04-03,0.06274173093411894
2024-04-04,0.07025361252736799
2024-04-05,0.07549296137617914
2024-04-08,0.0771088741037049
2024-04-09,0.08257117526367905
2024-04-10,0.09365400114258193
2024-04-11,0.08398244615988461
2024-04-12,0.08446832977139376
2024-04-15,0.09615302461409174
2024-04-16,0.1158869052557768
2024-04-17,0.10936404078887854
2024-04-18,0.11103293624022949
2024-04-19,0.11847587468002962
2024-04-22,0.125405968022442
2024-04-23,0.12644475438548006
2024-04-24,0.12086633845106877
2024-04-25,0.1223939005539625
2024-04-26,0.12226215373383277
2024-04-30,0.12801228983150925
2024-05-01,0.12392351970127659
2024-05-02,0.11745550656112293
2024-05-07,0.1123378260720511
2024-05-08,0.11658011986002004
2024-05-09,0.11401443842482388
2024-05-10,0.11418526002402894
2024-05-13,0.11374664161937424
2024-05-14,0.11251971375708612
2024-05-15,0.1095107546801957
2024-05-16,0.11142770116650756
2024-05-17,0.11144859724176603
2024-05-20,0.11189243723798059
2024-05-21,0.11219978639811089
2024-05-22,0.11310906970680146
2024-05-23,0.09595124631159456
2024-05-24,0.08936111897885642
2024-05-27,0.1005079050430241
2024-05-28,0.10528826053436113
2024-05-29,0.10863394298489545
2024-05-30,0.10320463872805523
2024-05-31,0.10367468740530435
2024-06-03,0.10499195256562022
2024-06-04,0.1375249813270351
2024-06-05,0.13479433234272523
2024-06-06,0.11733410045993531
2024-06-07,0.11683028154359652
2024-06-10,0.12176500720891185
2024-06-11,0.1202054206747983
2024-06-12,0.13158529739974056
2024-06-13,0.13072164267423222
2024-06-14,0.13104066241960435
2024-06-17,0.13219717723390453
2024-06-18,0.1362864729270923
2024-06-19,0.138145980033836
2024-06-20,0.1357350626249117
2024-06-21,0.13583547028340184
2024-06-24,0.13612295102718214
2024-06-25,0.13030074092829247
2024-06-26,0.12783799172051322
2024-06-27,0.12789227652017277
2024-06-28,0.12931579987413114
2024-07-01,0.13257505072456305
2024-07-02,0.13574746809479232
2024-07-03,0.12811671136189756
2024-07-04,0.12057995923320558
2024-07-05,0.11765609047877337
2024-07-08,0.11698307765031174
2024-07-09,0.11225263168824463
2024-07-10,0.12405717240950564
2024-07-11,0.1340022956822445
2024-07-12,0.14942728208353095
2024-07-16,0.12153092377269219
2024-07-17,0.13063105148719
2024-07-18,0.13813655866920926
2024-07-19,0.13909205156889204
2024-07-22,0.1492440713022801
2024-07-23,0.15035551961271462
2024-07-24,0.157415829812556
2024-07-25,0.16193109453598614
2024-07-26,0.15158297648280447
2024-07-29,0.1364816865902426
2024-07-30,0.14204467327736256
2024-07-31,0.10486318230307103
2024-08-01,0.10230383430528779
2024-08-02,0.22907531239787177
2024-08-05,0.12560231741761735
2024-08-06,0.22112314978509492
2024-08-07,0.19823533069741286
2024-08-08,0.19742572108495568
2024-08-09,0.19642105249364408
2024-08-13,0.20273891219906323
2024-08-14,0.2035891515737463
2024-08-15,0.20758262361830368
2024-08-16,0.2034621730510695
2024-08-19,0.16371809063251813
2024-08-20,0.1664507738587857
2024-08-21,0.16229123070889262
2024-08-22,0.16235312829936666
2024-08-23,0.15664535894091525
2024-08-26,0.1426600802672656
2024-08-27,0.13635867827406728
2024-08-28,0.13471119165967754
2024-08-29,0.13857605521233166
2024-08-30,0.13183053785210386
2024-09-02,0.13597549122382785
2024-09-03,0.13160705362786276
2024-09-04,0.11655115590190808
2024-09-05,0.12515720472295813
2024-09-06,0.12193253065018073
2024-09-09,0.14694693972450096
2024-09-10,0.13285693440420052
2024-09-11,0.12025023476949113
2024-09-12,0.11420869790984542
2024-09-13,0.11242849440701976
2024-09-17,0.11722886082882507
2024-09-18,0.12144925039799968
2024-09-19,0.12523900657683124
2024-09-20,0.13724374044570017
2024-09-24,0.14239917073199526
2024-09-25,0.139357577557085
2024-09-26,0.1353135913002936
2024-09-27,0.1028669940202339
2024-09-30,0.07692992393911725
2024-10-01,0.07121358855371887
2024-10-02,0.06417520856753448
2024-10-03,0.05487981082868608
2024-10-04,0.054949162787069454
2024-10-07,0.05551254487254391
2024-10-08,0.05721912509257092
2024-10-09,0.056409803244106
2024-10-10,0.04843078419194707
2024-10-11,0.04893805297831792
2024-10-15,0.03910511524336855
2024-10-16,0.038041276236885094
2024-10-17,0.0345154427372652
2024-10-18,0.03807284288712443
2024-10-21,0.04662370329547177
2024-10-22,0.04825828067623556
2024-10-23,0.04721627960855002
2024-10-24,0.04540265259592923
2024-10-25,0.0446501083935689
2024-10-28,0.0653170415641746
2024-10-29,0.07443807212617899
2024-10-30,0.06192679623571655
2024-10-31,0.06156189507852085
2024-11-01,0.06153427755792654
2024-11-05,0.0669261472616494
2024-11-06,0.06927840427551729
2024-11-07,0.06858826416351166
2024-11-08,0.07038922348067465
2024-11-11,0.07055272352562372
2024-11-12,0.07506740499024421
2024-11-13,0.07663264160689907
2024-11-14,0.07808302898830158
2024-11-15,0.08316975036004776
2024-11-18,0.08679123408183749
2024-11-19,0.08646604076898173
2024-11-20,0.08518950115207718
2024-11-21,0.08371112154694962
2024-11-22,0.09195993129254725
2024-11-25,0.09133413282631629
2024-11-26,0.09214186368586445
2024-11-27,0.09096976890674888
2024-11-28,0.0928977466316874
2024-11-29,0.09370040661296862
2024-12-02,0.09487608878063153
2024-12-03,0.09087516954065723
2024-12-04,0.09057555714758245
2024-12-05,0.09184819510966392
2024-12-06,0.09003444046346035
2024-12-09,0.09215135032700596
2024-12-10,0.09251355179682069
2024-12-11,0.09262249334016157
2024-12-12,0.0906265232848299
2024-12-13,0.09362596194601408
2024-12-16,0.09342983552663967
2024-12-17,0.0948276888385809
2024-12-18,0.09377624644779387
2024-12-19,0.09418384402379495
2024-12-20,0.09384135906323211
2024-12-23,0.08945884688264212
2024-12-24,0.08942741570018937
2024-12-25,0.08883144964267364
2024-12-26,0.08800239185546993
2024-12-27,0.08827411977934106
2024-12-30,0.08904132544881434
2025-01-06,0.09100416072839397
2025-01-07,0.08351546560629258
2025-01-08,0.07998977083747469
2025-01-09,0.08412629146340506
2025-01-10,0.07852429725350611
2025-01-14,0.08097478229356957
2025-01-15,0.07331600262735147
2025-01-16,0.06730640927520712
2025-01-17,0.06713776448351726
2025-01-20,0.06610542227229924
2025-01-21,0.07615275000433468
2025-01-22,0.07887854367071057
2025-01-23,0.07442095318526684
2025-01-24,0.0834197592762677
2025-01-27,0.09837331942743609
2025-01-28,0.09487112373202175
2025-01-29,0.11862152676003533
2025-01-30,0.12905959205821302
2025-01-31,0.018392877237293322
2025-02-03,0.09018557055361669
2025-02-04,-0.034846626345817575
2025-02-05,-0.02068094441190718
2025-02-06,-0.02755711515649369
2025-02-07,-0.02322016404749089
2025-02-10,-0.030836827086511035
2025-02-12,-0.0312498329487014
2025-02-13,-0.03974953898688943
2025-02-14,-0.02742217505553048
2025-02-17,-0.006855930563700299
2025-02-18,-0.01272365617568453
2025-02-19,-0.010598690682973706
2025-02-20,-0.009385155554125954
2025-02-21,-0.005341718248918604
